origin,destination,carrier_old,current_rate,currency_old,effective_date,lane,carrier_new,rate,fuel surcharge,currency_new,eff_date,expdate,remarks,random notes,is_new_lane,is_removed_lane,rate_diff,percent_change,change_type
DEL,NAG,,,,,DEL-NAG,BlueDart,4565.0,464.0,inr,2025-11-02,2025-12-15,check rate,Action stuff strategy region often environment education.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,CargoMax,3102.0,359.13,,2026-05-10,2027-02-28,Urgent,Travel whether community our.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,CargoMax,3206.0,252.46,inr,2025-12-05,2026-01-25,check rate,Word gas likely close.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,LogiX,1452.0,193.5,,2025-05-31,2025-05-16,priority,Someone democratic yard drop him deep.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,QuickShip,1393.0,200.42,usd,2026-03-11,2026-03-04,,Support firm road account yeah organization task.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,FastMove,3594.0,86.71,usd,2025-11-09,2025-11-01,,Right thousand control play decision let choice.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,BlueDart,4678.0,227.76,EURO,2025-06-03,2025-06-05,,Among raise these.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,BlueDart,2871.0,62.54,,2026-02-13,2026-02-07,Special handling,Set member community region among field put offer.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,CargoMax,2293.0,52.9,INR,2025-07-16,2026-03-05,check rate,Decide half its.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,LogiX,1452.0,193.5,,2025-05-31,2025-05-16,priority,Someone democratic yard drop him deep.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,LogiX,4154.0,299.17,Usd,2026-01-14,2026-08-12,Special handling,Reason ahead grow material friend.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,BlueDart,4726.0,217.86,Usd,2026-04-13,2026-11-26,priority,Artist recent difficult perform store source commercial TV.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,LogiX,2128.0,211.32,INR,2025-05-27,2026-05-05,,Something pattern space rather vote prove contain.,True,False,,,New Lane
DEL,NAG,,,,,DEL-NAG,CargoMax,2677.0,327.03,usd,2026-03-06,2026-03-08,Urgent,Between professor amount TV call bed.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,FastMove,4689.0,364.57,,2025-06-10,2026-04-23,check rate,Audience forget use modern make shake.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,BlueDart,4679.0,342.31,INR,2025-06-16,2026-06-10,,System left have nothing note knowledge unit.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,BlueDart,872.0,327.54,usd,2025-09-08,2025-11-11,,Test nature itself affect successful per floor.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,LogiX,1186.0,199.85,EURO,2025-07-20,2026-03-20,,Like budget owner.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,FastMove,2994.0,105.29,usd,2026-02-15,2026-07-11,,Former why camera sense authority candidate.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,FastMove,1414.0,230.95,usd,2025-05-20,2026-01-10,Urgent,Ask outside participant project stuff.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,BlueDart,1398.0,21.95,Usd,2025-10-01,2026-01-04,priority,Which dream natural job.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,LogiX,821.0,482.89,usd,2026-02-05,2026-05-29,Urgent,Miss find religious plant.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,LogiX,631.0,354.58,,2025-07-30,2025-08-08,Special handling,Charge billion culture capital together six mean.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,FastMove,4442.0,333.04,Usd,2025-07-14,2026-02-06,check rate,May feeling gas not upon those.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,QuickShip,3547.0,302.06,Usd,2025-09-02,2025-08-25,,Appear say lot century court.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,QuickShip,1433.0,490.44,usd,2025-11-28,2025-11-18,Special handling,Live west amount scene night popular matter Republican.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,LogiX,1186.0,199.85,EURO,2025-07-20,2026-03-20,,Like budget owner.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,FastMove,4250.0,353.68,Usd,2025-08-30,2026-07-03,priority,Sing boy send trouble leave return.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,QuickShip,1079.0,29.36,,2026-02-26,2026-12-30,Urgent,Many outside training.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,BlueDart,2396.0,377.56,INR,2025-08-28,2025-08-23,priority,Make movie him when.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,LogiX,4807.0,80.36,Usd,2025-12-14,2026-04-14,check rate,One I heart one performance window rise player.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,QuickShip,4849.0,13.57,inr,2026-05-09,2026-11-26,,Something church much water personal these.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,QuickShip,1007.0,267.27,INR,2025-09-27,2026-08-18,Special handling,Yeah thought answer good show bank.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,BlueDart,888.0,100.83,,2025-11-26,2026-07-21,check rate,Note sure order garden.,True,False,,,New Lane
DEL,PAT,,,,,DEL-PAT,FastMove,4250.0,353.68,Usd,2025-08-30,2026-07-03,priority,Sing boy send trouble leave return.,True,False,,,New Lane
DEL,SUR,,,,,DEL-SUR,CargoMax,3761.0,48.02,,2026-04-01,2026-05-20,Special handling,Performance school century thank simple.,True,False,,,New Lane
DEL,SUR,,,,,DEL-SUR,LogiX,3536.0,390.95,,2026-04-15,2027-02-14,,Lose former professional away cold low his.,True,False,,,New Lane
DEL,SUR,,,,,DEL-SUR,CargoMax,1792.0,458.3,EURO,2026-04-19,2026-12-15,Special handling,Bag leader quite suffer far kitchen free local.,True,False,,,New Lane
DEL,SUR,,,,,DEL-SUR,QuickShip,1857.0,368.39,INR,2025-09-28,2025-10-27,priority,Pretty population product she central personal position receive.,True,False,,,New Lane
DEL,SUR,,,,,DEL-SUR,FastMove,1962.0,397.51,INR,2026-01-26,2026-09-07,check rate,Manager attack standard significant start later between.,True,False,,,New Lane
DEL,SUR,,,,,DEL-SUR,QuickShip,70880.0,427.32,,2025-06-06,2026-04-12,Urgent,Rest which future watch interesting house already election.,True,False,,,New Lane
DEL,SUR,,,,,DEL-SUR,QuickShip,70880.0,427.32,,2025-06-06,2026-04-12,Urgent,Rest which future watch interesting house already election.,True,False,,,New Lane
DEL,SUR,,,,,DEL-SUR,LogiX,3458.0,310.9,INR,2025-11-09,2025-12-30,Urgent,Agree point present watch.,True,False,,,New Lane
DEL,SUR,,,,,DEL-SUR,CargoMax,4578.0,369.75,EURO,2026-01-21,2026-07-14,check rate,Deep challenge however.,True,False,,,New Lane
DEL,SUR,,,,,DEL-SUR,LogiX,3458.0,310.9,INR,2025-11-09,2025-12-30,Urgent,Agree point present watch.,True,False,,,New Lane
DEL,SUR,,,,,DEL-SUR,BlueDart,1986.0,327.64,,2025-10-08,2025-12-16,Special handling,Professor analysis support child.,True,False,,,New Lane
"Dubai, AE","Jeddah, SA",SkyHigh Air,598.34,EUR,2025-11-19,,,,,,,,,,False,True,,,Removed Lane
"Dubai, AE","Mumbai, IN",Oceanic Logistics,2949.22,EUR,2025-11-18,,,,,,,,,,False,True,,,Removed Lane
"Dubai, AE","New York, US",Evergreen Marine,532.22,EUR,2026-01-30,,,,,,,,,,False,True,,,Removed Lane
"Dubai, AE","Santos, BR",DHL Global,1266.82,GBP,2025-12-23,,,,,,,,,,False,True,,,Removed Lane
"Dubai, AE","Santos, BR",SkyHigh Air,4805.8,EUR,2025-12-24,,,,,,,,,,False,True,,,Removed Lane
"Dubai, AE","Santos, BR",Maersk Line,2050.55,USD,2026-04-10,,,,,,,,,,False,True,,,Removed Lane
"Dubai, AE","Santos, BR",Global Freight Corp,1437.19,EUR,2025-11-24,,,,,,,,,,False,True,,,Removed Lane
"Dubai, AE","Tokyo, JP",Maersk Line,809.26,GBP,2026-04-03,,,,,,,,,,False,True,,,Removed Lane
HYD,BPL,,,,,HYD-BPL,FastMove,4517.0,53.3,EURO,2025-12-23,2026-03-21,check rate,Could everything skill little meet six community.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,BlueDart,3408.0,316.78,INR,2025-09-26,2026-02-05,priority,Amount morning truth really let somebody.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,BlueDart,2114.0,37.4,inr,2026-04-01,2026-10-14,priority,Analysis senior court ready.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,LogiX,644.0,429.13,usd,2026-04-25,2026-07-05,,Western wrong information cause woman positive.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,BlueDart,4811.0,411.24,Usd,2026-02-28,2026-10-29,priority,Manager affect easy figure.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,QuickShip,2190.0,148.61,inr,2025-12-18,2026-10-03,Special handling,Produce national why or loss surface yourself.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,LogiX,3938.0,432.45,,2026-05-11,2027-01-22,Urgent,Thousand reality indeed until white culture.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,QuickShip,788.0,287.27,usd,2025-09-26,2026-03-04,priority,Glass perform director less whatever rise leave lawyer.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,LogiX,2802.0,178.34,inr,2025-05-30,2025-08-26,check rate,Trial early almost ten including might.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,FastMove,2817.0,426.46,,2025-06-21,2026-01-31,Special handling,Road visit myself physical author energy.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,QuickShip,1585.0,171.76,usd,2025-08-02,2026-03-04,,Then debate democratic.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,QuickShip,2190.0,148.61,inr,2025-12-18,2026-10-03,Special handling,Produce national why or loss surface yourself.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,LogiX,540.0,494.87,EURO,2025-05-27,2026-02-14,priority,Become book heart safe.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,QuickShip,1585.0,171.76,usd,2025-08-02,2026-03-04,,Then debate democratic.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,FastMove,577.0,445.78,EURO,2025-10-01,2026-06-04,priority,Outside improve interview simply.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,FastMove,4856.0,443.16,usd,2025-10-14,2026-06-13,Special handling,First tough song edge amount tell.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,LogiX,4800.0,340.24,,2025-08-18,2025-09-18,Urgent,Set speech claim national whatever another million during.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,BlueDart,2003.0,236.52,Usd,2025-10-09,2026-04-01,Urgent,Hard view sing four billion choice.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,LogiX,2207.0,125.54,usd,2026-01-01,2026-07-16,priority,Effect provide push radio beyond.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,QuickShip,2190.0,148.61,inr,2025-12-18,2026-10-03,Special handling,Produce national why or loss surface yourself.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,CargoMax,2868.0,412.45,INR,2025-11-24,2026-01-04,,Which fight article develop stay.,True,False,,,New Lane
HYD,BPL,,,,,HYD-BPL,FastMove,4856.0,443.16,usd,2025-10-14,2026-06-13,Special handling,First tough song edge amount tell.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,QuickShip,2473.0,103.7,Usd,2025-08-18,2025-10-28,,Power especially miss visit blood order available.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,BlueDart,2755.0,170.16,inr,2026-02-09,2026-11-27,Special handling,Care project street cell serve herself I leave.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,BlueDart,2336.0,109.08,INR,2026-01-18,2026-06-30,check rate,Activity knowledge this simply federal.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,LogiX,89220.0,162.83,,2025-09-11,2026-06-24,Urgent,We write million.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,FastMove,4036.0,370.74,Usd,2025-09-28,2026-03-28,priority,Choose campaign fight other teach firm stage.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,QuickShip,3565.0,309.99,INR,2025-07-25,2025-09-30,check rate,Key parent ability low.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,QuickShip,3445.0,144.08,usd,2025-10-27,2025-12-15,,Environment true career would.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,BlueDart,2336.0,109.08,INR,2026-01-18,2026-06-30,check rate,Activity knowledge this simply federal.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,CargoMax,645.0,488.24,Usd,2025-06-16,2025-05-08,priority,Fear could know certain.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,QuickShip,1020.0,490.55,Usd,2026-01-02,2026-03-21,Special handling,Job police material successful side southern.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,BlueDart,3428.0,262.47,,2026-03-16,2026-12-14,priority,Baby officer organization guess cultural.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,FastMove,4215.0,278.64,INR,2026-04-04,2026-05-20,,Tough feeling especially.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,LogiX,89220.0,162.83,,2025-09-11,2026-06-24,Urgent,We write million.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,FastMove,3789.0,457.98,,2025-05-28,2025-09-08,Urgent,Ten teach PM section since.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,FastMove,4039.0,346.9,,2026-05-13,2026-04-15,,Medical letter Mrs raise.,True,False,,,New Lane
HYD,GOI,,,,,HYD-GOI,BlueDart,2109.0,429.87,,2025-06-22,2025-11-02,check rate,Chair list nice usually candidate keep interesting.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,FastMove,2903.0,358.38,inr,2025-05-23,2025-06-13,priority,Song child Congress give.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,BlueDart,3119.0,304.73,usd,2026-03-27,2027-03-04,priority,Education in pass national provide.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,LogiX,3168.0,179.72,usd,2026-03-11,2026-06-03,Urgent,Bank finally half beyond worry.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,CargoMax,2956.0,456.65,Usd,2025-10-24,2025-10-29,,Bit skill fast recent.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,QuickShip,905.0,335.93,usd,2025-08-24,2026-06-07,priority,Benefit size tough fast side design.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,LogiX,1105.0,207.63,,2026-02-13,2026-07-27,check rate,Unit few identify focus.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,FastMove,880.0,448.83,EURO,2025-09-14,2026-08-26,priority,Health agency task Congress stand.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,FastMove,2432.0,174.71,usd,2026-02-09,2026-08-16,priority,Car speech wait foreign.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,QuickShip,3240.0,352.28,EURO,2025-06-02,2025-07-30,priority,Trouble seek rest ever.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,LogiX,4926.0,228.87,EURO,2025-11-01,2025-10-16,Urgent,Into safe thought draw within heart.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,BlueDart,2097.0,372.73,inr,2025-12-30,2026-11-16,,Line buy culture six.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,QuickShip,1376.0,358.34,Usd,2025-12-17,2026-09-13,Special handling,Student move across consider.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,FastMove,2936.0,418.01,INR,2025-08-30,2026-05-13,,Time nation stop agreement partner radio.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,BlueDart,3119.0,304.73,usd,2026-03-27,2027-03-04,priority,Education in pass national provide.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,CargoMax,4019.0,18.02,INR,2025-08-09,2026-01-30,,Together at Mrs final.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,QuickShip,4721.0,200.72,,2025-10-12,2026-03-12,,Offer catch assume science.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,LogiX,4598.0,54.49,,2026-03-21,2026-06-25,check rate,Talk throughout now he sit part floor.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,CargoMax,969.0,31.95,INR,2026-01-25,2026-12-14,check rate,The war successful different.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,BlueDart,4823.0,446.99,inr,2025-11-13,2026-07-09,check rate,House rise charge wall help vote loss.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,QuickShip,4598.0,280.7,Usd,2025-09-20,2026-08-15,,Out practice along begin.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,BlueDart,3119.0,304.73,usd,2026-03-27,2027-03-04,priority,Education in pass national provide.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,FastMove,3620.0,416.38,inr,2025-12-01,2026-09-22,check rate,During political person prove.,True,False,,,New Lane
HYD,IND,,,,,HYD-IND,CargoMax,504.0,405.19,Usd,2025-09-24,2025-10-24,,This bar how.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,QuickShip,1644.0,477.65,EURO,2026-01-03,2026-08-17,Urgent,Newspaper politics total.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,FastMove,1566.0,442.66,usd,2025-12-28,2025-12-04,,Go physical sound himself night.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,FastMove,4100.0,387.83,usd,2026-01-07,2025-12-12,,Themselves tend so here see fact interview.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,CargoMax,3274.0,10.96,Usd,2026-01-11,2026-08-13,priority,Win explain will foot morning only so.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,BlueDart,3875.0,317.82,usd,2026-03-19,2026-02-20,Urgent,Idea popular its figure large.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,LogiX,4725.0,480.86,inr,2025-07-17,2026-03-14,,Increase forget fact dinner general as.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,LogiX,26180.0,19.22,inr,2025-11-26,2025-11-09,priority,Medical why suffer ball source Congress network.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,QuickShip,4362.0,16.61,inr,2025-07-05,2026-04-30,Special handling,Power including season.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,QuickShip,1644.0,477.65,EURO,2026-01-03,2026-08-17,Urgent,Newspaper politics total.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,FastMove,4360.0,291.89,,2025-12-04,2026-09-30,,About manager role newspaper always make but.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,BlueDart,4741.0,311.01,INR,2026-03-25,2026-04-22,Special handling,Customer various wonder song keep much represent girl.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,QuickShip,2400.0,187.57,usd,2026-02-09,2026-08-14,,Past force system after sell few only affect.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,LogiX,890.0,86.02,usd,2025-05-14,2025-08-31,Urgent,Tax wrong professor detail article for.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,FastMove,3335.0,477.94,inr,2026-03-25,2026-05-10,,Member try deep.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,CargoMax,689.0,128.35,INR,2026-02-01,2026-10-25,priority,Employee perform upon.,True,False,,,New Lane
HYD,JPR,,,,,HYD-JPR,LogiX,4156.0,68.96,Usd,2025-06-30,2026-04-21,check rate,Lawyer right billion daughter join explain notice.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,LogiX,3578.0,158.75,INR,2025-12-03,2026-09-11,Urgent,Increase special never maybe people order agency.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,LogiX,4335.0,236.89,EURO,2026-03-08,2027-03-02,check rate,Seven whose nature hour effect example history.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,BlueDart,3812.0,179.57,INR,2026-03-26,2026-03-09,,Most political we wall husband right citizen.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,BlueDart,537.0,467.97,inr,2025-09-22,2026-06-13,,Play consumer expect stock information hotel from.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,CargoMax,4495.0,353.96,,2025-06-28,2025-12-08,,Issue note billion family.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,LogiX,2408.0,115.46,Usd,2025-08-12,2025-08-10,check rate,Able different level long.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,BlueDart,4318.0,232.05,EURO,2026-03-21,2026-10-16,Urgent,Design including machine full.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,CargoMax,1923.0,260.44,EURO,2025-08-25,2025-09-20,,As voice company ok.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,LogiX,3507.0,318.01,Usd,2025-07-30,2025-08-26,Urgent,Site yard picture.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,BlueDart,4197.0,273.93,,2025-06-14,2026-03-19,Special handling,Activity Mrs night good.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,FastMove,4002.0,49.55,usd,2025-06-06,2026-02-16,check rate,Campaign coach central still class.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,LogiX,4220.0,478.7,EURO,2025-06-30,2025-12-18,priority,Member majority number own product.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,CargoMax,4500.0,498.48,inr,2025-06-22,2025-11-07,,Sing compare easy former television.,True,False,,,New Lane
HYD,LKO,,,,,HYD-LKO,FastMove,2434.0,17.3,usd,2026-04-23,2026-04-18,check rate,Open position inside drug.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,QuickShip,2050.0,343.84,INR,2025-06-26,2026-01-16,,Best treatment society financial fund job.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,CargoMax,2352.0,136.69,inr,2025-05-14,2025-04-04,check rate,Heavy alone by safe relate use later.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,BlueDart,2428.0,342.8,inr,2025-10-17,2025-10-21,priority,Prove window put try arm general economy.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,LogiX,3466.0,420.94,,2025-08-29,2025-11-26,,Which like right political garden.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,FastMove,4387.0,455.71,INR,2026-03-16,2026-03-18,priority,Art fine still own.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,LogiX,2048.0,446.41,Usd,2025-06-12,2025-08-29,Urgent,Color a according whether see media.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,LogiX,1220.0,46.04,usd,2025-06-30,2025-08-13,priority,Main tend oil figure.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,CargoMax,804.0,328.63,INR,2025-12-31,2026-10-13,check rate,Trade add age rule.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,QuickShip,1797.0,131.99,,2025-12-19,2026-04-18,Special handling,Within move better step child.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,LogiX,4021.0,385.69,EURO,2025-05-31,2025-09-01,check rate,Here just reflect call.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,LogiX,4678.0,194.72,usd,2025-06-09,2026-02-07,,Walk people medical reach five news.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,FastMove,3390.0,427.72,inr,2025-09-02,2026-05-30,,Situation put institution south.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,LogiX,3466.0,420.94,,2025-08-29,2025-11-26,,Which like right political garden.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,QuickShip,2469.0,387.92,inr,2025-11-11,2026-06-27,,Large firm pay alone from truth.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,LogiX,2145.0,160.68,,2026-04-30,2027-04-06,,Protect thus author phone order offer.,True,False,,,New Lane
HYD,NAG,,,,,HYD-NAG,QuickShip,2469.0,387.92,inr,2025-11-11,2026-06-27,,Large firm pay alone from truth.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,FastMove,3873.0,81.37,Usd,2026-01-05,2026-07-28,priority,Result house year over fund you.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,LogiX,3209.0,115.8,,2025-09-15,2026-06-01,Special handling,Parent especially visit oil my.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,CargoMax,2474.0,59.89,,2025-06-30,2025-07-10,,Project specific want than yet operation position.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,CargoMax,4139.0,482.31,usd,2025-07-19,2026-04-14,,Experience partner wall even short reduce here couple.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,FastMove,3265.0,380.56,,2025-11-30,2025-11-17,,Wind thought out growth onto heart.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,LogiX,3209.0,115.8,,2025-09-15,2026-06-01,Special handling,Parent especially visit oil my.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,CargoMax,70380.0,203.38,,2025-12-09,2026-03-02,Urgent,Option can around weight.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,QuickShip,2295.0,180.11,INR,2025-05-26,2025-06-28,check rate,National involve weight word be.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,LogiX,4233.0,166.72,usd,2025-11-26,2025-11-09,priority,New election country standard consider spend receive.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,QuickShip,1703.0,76.39,Usd,2025-08-29,2026-08-17,check rate,Not care approach tree answer once.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,CargoMax,2311.0,236.65,EURO,2025-12-26,2025-12-11,priority,It number test likely wrong kid.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,FastMove,2669.0,381.23,usd,2025-09-28,2026-06-01,Special handling,Model by data learn maintain type near.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,BlueDart,4095.0,330.72,INR,2025-05-29,2026-01-15,Special handling,City particular remember other common bank give.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,QuickShip,843.0,441.55,inr,2026-03-10,2027-02-17,,Pass energy force discussion development in free.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,CargoMax,2599.0,220.28,EURO,2025-08-22,2025-12-09,check rate,Reach risk individual decision clearly create message.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,CargoMax,1073.0,11.12,,2025-09-26,2025-12-23,priority,Value where explain school go financial.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT ,BlueDart,4986.0,118.92,usd,2026-04-07,2027-03-06,priority,Wrong specific direction art measure Mr born wear.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,CargoMax,4117.0,316.44,usd,2025-09-27,2025-10-11,,Situation game black list class.,True,False,,,New Lane
HYD,PAT,,,,,HYD-PAT,LogiX,3209.0,115.8,,2025-09-15,2026-06-01,Special handling,Parent especially visit oil my.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,QuickShip,3799.0,99.14,,2025-05-16,2026-04-24,Urgent,Two recent work small cause common describe.,True,False,,,New Lane
HYD,SUR,,,,,HYD-SUR,LogiX,2956.0,110.03,usd,2026-01-19,2026-03-10,priority,Professor professor sign over.,True,False,,,New Lane
